City,StationId,Year,AvgMinJanuaryTemp,TenYearMA,Samples
Volgograd,34561,1988,-10.73,-9.90,10
Volgograd,34561,1989,-7.08,-9.37,10
Volgograd,34561,1990,-7.65,-8.53,10
Volgograd,34561,1991,-6.88,-8.52,10
Volgograd,34561,1992,-7.04,-8.35,10
Volgograd,34561,1993,-5.83,-8.30,10
Volgograd,34561,1994,-4.49,-8.20,10
Volgograd,34561,1995,-7.48,-7.86,10
Volgograd,34561,1996,-14.58,-8.74,10
Volgograd,34561,1997,-13.01,-8.48,10
Volgograd,34561,1998,-10.16,-8.42,10
Volgograd,34561,1999,-5.09,-8.22,10
Volgograd,34561,2000,-6.80,-8.14,10
Volgograd,34561,2001,-4.08,-7.86,10
Volgograd,34561,2002,-7.26,-7.88,10
Volgograd,34561,2003,-7.11,-8.01,10
Volgograd,34561,2004,-5.89,-8.15,10
Volgograd,34561,2005,-4.62,-7.86,10
Volgograd,34561,2006,-15.74,-7.98,10
Volgograd,34561,2007,-0.24,-6.70,10
Volgograd,34561,2008,-12.74,-6.96,10
Volgograd,34561,2009,-10.59,-7.51,10
Volgograd,34561,2010,-11.73,-8.00,10
Voronezh,34123,1919,-13.87,-13.87,1
Voronezh,34123,1920,-10.80,-12.33,2
Voronezh,34123,1921,-11.85,-12.17,3
Voronezh,34123,1922,-11.23,-11.93,4
Voronezh,34123,1923,-10.21,-11.59,5
Voronezh,34123,1924,-16.17,-12.35,6
Voronezh,34123,1925,-7.64,-11.68,7
Voronezh,34123,1926,-11.66,-11.68,8
Voronezh,34123,1927,-17.97,-12.38,9
Voronezh,34123,1928,-12.79,-12.42,10
Voronezh,34123,1929,-14.75,-12.51,10
Voronezh,34123,1930,-9.13,-12.34,10
Voronezh,34123,1931,-14.28,-12.58,10
Voronezh,34123,1932,-5.48,-12.01,10
Voronezh,34123,1933,-16.25,-12.61,10
Voronezh,34123,1934,-15.10,-12.51,10
Voronezh,34123,1935,-14.98,-13.24,10
Voronezh,34123,1937,-14.81,-13.06,9
Voronezh,34123,1938,-10.73,-12.83,9
Voronezh,34123,1939,-12.52,-12.59,9
Voronezh,34123,1940,-21.44,-13.96,9
Voronezh,34123,1941,-15.78,-14.12,9
Voronezh,34123,1942,-22.69,-16.03,9
Voronezh,34123,1944,-5.53,-14.81,8
Voronezh,34123,1946,-11.46,-14.37,8
Voronezh,34123,1947,-15.47,-14.45,8
Voronezh,34123,1948,-8.55,-14.18,8
Voronezh,34123,1949,-8.36,-13.66,8
Voronezh,34123,1950,-21.09,-13.62,8
Voronezh,34123,1951,-15.60,-13.59,8
Voronezh,34123,1952,-6.11,-11.52,8
Voronezh,34123,1953,-11.45,-11.51,9
Voronezh,34123,1954,-20.28,-13.15,9
Voronezh,34123,1955,-7.60,-12.60,10
Voronezh,34123,1956,-13.51,-12.80,10
Voronezh,34123,1957,-12.10,-12.47,10
Voronezh,34123,1958,-10.68,-12.68,10
Voronezh,34123,1959,-7.19,-12.56,10
Voronezh,34123,1960,-9.82,-11.43,10
Voronezh,34123,1961,-8.63,-10.74,10
Voronezh,34123,1962,-9.03,-11.03,10
Voronezh,34123,1963,-19.85,-11.87,10
Voronezh,34123,1964,-13.25,-11.17,10
Voronezh,34123,1965,-12.21,-11.63,10
Voronezh,34123,1966,-7.48,-11.02,10
Voronezh,34123,1967,-18.19,-11.63,10
Voronezh,34123,1968,-17.13,-12.28,10
Voronezh,34123,1969,-18.17,-13.38,10
Voronezh,34123,1970,-11.67,-13.56,10
Voronezh,34123,1971,-6.25,-13.32,10
Voronezh,34123,1972,-18.61,-14.28,10
Voronezh,34123,1973,-14.77,-13.77,10
Voronezh,34123,1974,-15.32,-13.98,10
Voronezh,34123,1975,-6.86,-13.45,10
Voronezh,34123,1976,-14.32,-14.13,10
Voronezh,34123,1977,-16.23,-13.93,10
Voronezh,34123,1978,-11.93,-13.41,10
Voronezh,34123,1979,-13.87,-12.98,10
Voronezh,34123,1980,-16.03,-13.42,10
Voronezh,34123,1981,-7.16,-13.51,10
Voronezh,34123,1982,-8.71,-12.52,10
Voronezh,34123,1983,-6.09,-11.65,10
Voronezh,34123,1984,-6.46,-10.77,10
Voronezh,34123,1985,-12.19,-11.30,10
Voronezh,34123,1986,-8.64,-10.73,10
Voronezh,34123,1987,-21.30,-11.24,10
Voronezh,34123,1988,-11.08,-11.15,10
Voronezh,34123,1989,-5.08,-10.27,10
Voronezh,34123,1990,-7.11,-9.38,10
Voronezh,34123,1991,-6.88,-9.35,10
Voronezh,34123,1992,-7.01,-9.18,10
Voronezh,34123,1993,-6.65,-9.24,10
Voronezh,34123,1994,-4.99,-9.09,10
Voronezh,34123,1995,-9.54,-8.83,10
Voronezh,34123,1996,-16.03,-9.57,10
Voronezh,34123,1997,-11.38,-8.58,10
Voronezh,34123,1998,-9.21,-8.39,10
Voronezh,34123,1999,-5.26,-8.41,10
Voronezh,34123,2000,-8.68,-8.56,10
Voronezh,34123,2001,-4.81,-8.36,10
Voronezh,34123,2002,-8.60,-8.52,10
Voronezh,34123,2003,-8.53,-8.70,10
Voronezh,34123,2004,-5.64,-8.77,10
Voronezh,34123,2005,-3.82,-8.20,10
Voronezh,34123,2006,-13.99,-7.99,10
Voronezh,34123,2007,-1.33,-6.99,10
Voronezh,34123,2008,-11.24,-7.19,10
Voronezh,34123,2009,-8.22,-7.49,10
Voronezh,34123,2010,-18.25,-8.44,10
Yekaterinburg,28440,1881,-19.99,-19.99,1
Yekaterinburg,28440,1886,-14.85,-17.42,2
Yekaterinburg,28440,1888,-21.63,-18.82,3
Yekaterinburg,28440,1889,-20.79,-19.31,4
Yekaterinburg,28440,1890,-18.90,-19.23,5
Yekaterinburg,28440,1891,-21.85,-19.60,5
Yekaterinburg,28440,1892,-21.43,-19.91,6
Yekaterinburg,28440,1893,-26.79,-20.89,7
Yekaterinburg,28440,1894,-19.06,-20.66,8
Yekaterinburg,28440,1895,-19.87,-20.58,9
Yekaterinburg,28440,1896,-22.63,-21.44,9
Yekaterinburg,28440,1897,-18.23,-21.12,10
Yekaterinburg,28440,1898,-16.29,-20.59,10
Yekaterinburg,28440,1899,-15.24,-20.03,10
Yekaterinburg,28440,1900,-22.26,-20.37,10
Yekaterinburg,28440,1901,-22.43,-20.42,10
Yekaterinburg,28440,1902,-20.85,-20.37,10
Yekaterinburg,28440,1903,-20.07,-19.69,10
Yekaterinburg,28440,1904,-15.88,-19.38,10
Yekaterinburg,28440,1905,-20.16,-19.40,10
Yekaterinburg,28440,1906,-20.27,-19.17,10
Yekaterinburg,28440,1907,-24.67,-19.81,10
Yekaterinburg,28440,1908,-22.99,-20.48,10
Yekaterinburg,28440,1909,-19.38,-20.89,10
Yekaterinburg,28440,1910,-17.23,-20.39,10
Yekaterinburg,28440,1911,-19.48,-20.10,10
Yekaterinburg,28440,1912,-17.86,-19.80,10
Yekaterinburg,28440,1913,-18.86,-19.68,10
Yekaterinburg,28440,1914,-17.68,-19.86,10
Yekaterinburg,28440,1915,-18.90,-19.73,10
Yekaterinburg,28440,1916,-16.82,-19.39,10
Yekaterinburg,28440,1917,-16.64,-18.58,10
Yekaterinburg,28440,1918,-15.67,-17.85,10
Yekaterinburg,28440,1919,-22.55,-18.17,10
Yekaterinburg,28440,1920,-17.89,-18.24,10
Yekaterinburg,28440,1921,-16.92,-17.98,10
Yekaterinburg,28440,1922,-21.86,-18.38,10
Yekaterinburg,28440,1923,-15.23,-18.02,10
Yekaterinburg,28440,1924,-20.39,-18.29,10
Yekaterinburg,28440,1925,-14.94,-17.89,10
Yekaterinburg,28440,1926,-15.86,-17.79,10
Yekaterinburg,28440,1927,-23.38,-18.47,10
Yekaterinburg,28440,1928,-18.90,-18.79,10
Yekaterinburg,28440,1929,-21.73,-18.71,10
Yekaterinburg,28440,1930,-15.50,-18.47,10
Yekaterinburg,28440,1931,-18.35,-18.61,10
Yekaterinburg,28440,1932,-14.43,-17.87,10
Yekaterinburg,28440,1933,-21.65,-18.51,10
Yekaterinburg,28440,1934,-13.62,-17.84,10
Yekaterinburg,28440,1935,-17.09,-18.05,10
Yekaterinburg,28440,1936,-16.17,-18.08,10
Yekaterinburg,28440,1937,-16.66,-17.41,10
Yekaterinburg,28440,1939,-18.42,-16.88,9
Yekaterinburg,28440,1940,-25.75,-18.02,9
Yekaterinburg,28440,1941,-20.43,-18.25,9
Yekaterinburg,28440,1942,-23.39,-19.24,9
Yekaterinburg,28440,1943,-22.93,-19.38,9
Yekaterinburg,28440,1944,-12.39,-19.25,9
Yekaterinburg,28440,1945,-20.49,-19.63,9
Yekaterinburg,28440,1946,-15.97,-19.60,9
Yekaterinburg,28440,1947,-21.08,-20.09,9
Yekaterinburg,28440,1948,-14.74,-19.56,10
Yekaterinburg,28440,1949,-10.52,-18.77,10
Yekaterinburg,28440,1950,-25.56,-18.75,10
Yekaterinburg,28440,1951,-17.88,-18.49,10
Yekaterinburg,28440,1952,-15.11,-17.67,10
Yekaterinburg,28440,1953,-17.43,-17.12,10
Yekaterinburg,28440,1954,-22.13,-18.09,10
Yekaterinburg,28440,1955,-12.47,-17.29,10
Yekaterinburg,28440,1956,-20.45,-17.74,10
Yekaterinburg,28440,1957,-18.26,-17.45,10
Yekaterinburg,28440,1958,-14.64,-17.44,10
Yekaterinburg,28440,1959,-13.66,-17.76,10
Yekaterinburg,28440,1960,-19.03,-17.10,10
Yekaterinburg,28440,1961,-14.77,-16.79,10
Yekaterinburg,28440,1962,-12.14,-16.50,10
Yekaterinburg,28440,1963,-19.00,-16.65,10
Yekaterinburg,28440,1964,-18.73,-16.31,10
Yekaterinburg,28440,1965,-17.26,-16.79,10
Yekaterinburg,28440,1966,-19.25,-16.67,10
Yekaterinburg,28440,1967,-18.89,-16.74,10
Yekaterinburg,28440,1968,-19.12,-17.19,10
Yekaterinburg,28440,1969,-27.48,-18.57,10
Yekaterinburg,28440,1970,-19.86,-18.65,10
Yekaterinburg,28440,1971,-13.60,-18.53,10
Yekaterinburg,28440,1972,-27.70,-20.09,10
Yekaterinburg,28440,1973,-23.00,-20.49,10
Yekaterinburg,28440,1974,-22.51,-20.87,10
Yekaterinburg,28440,1975,-12.87,-20.43,10
Yekaterinburg,28440,1976,-15.69,-20.07,10
Yekaterinburg,28440,1978,-11.32,-19.34,9
Yekaterinburg,28440,1979,-20.12,-18.52,9
Yekaterinburg,28440,1980,-19.69,-18.50,9
Yekaterinburg,28440,1981,-12.87,-18.42,9
Yekaterinburg,28440,1982,-18.47,-17.39,9
Yekaterinburg,28440,1983,-11.35,-16.10,9
Yekaterinburg,28440,1984,-13.01,-15.04,9
Yekaterinburg,28440,1985,-15.79,-15.37,9
Yekaterinburg,28440,1986,-15.57,-15.35,9
Yekaterinburg,28440,1987,-21.83,-16.00,10
Yekaterinburg,28440,1988,-16.62,-16.53,10
Yekaterinburg,28440,1989,-18.27,-16.35,10
Yekaterinburg,28440,1990,-18.24,-16.20,10
Yekaterinburg,28440,1991,-15.73,-16.49,10
Yekaterinburg,28440,1992,-15.64,-16.20,10
Yekaterinburg,28440,1993,-11.60,-16.23,10
Yekaterinburg,28440,1994,-13.38,-16.27,10
Yekaterinburg,28440,1995,-13.96,-16.08,10
Yekaterinburg,28440,1996,-16.60,-16.19,10
Yekaterinburg,28440,1997,-21.00,-16.10,10
Yekaterinburg,28440,1998,-13.50,-15.79,10
Yekaterinburg,28440,1999,-15.80,-15.54,10
Yekaterinburg,28440,2000,-16.48,-15.37,10
Yekaterinburg,28440,2001,-15.34,-15.33,10
Yekaterinburg,28440,2002,-12.20,-14.99,10
Yekaterinburg,28440,2003,-14.72,-15.30,10
Yekaterinburg,28440,2004,-11.96,-15.16,10
Yekaterinburg,28440,2005,-14.16,-15.18,10
Yekaterinburg,28440,2006,-23.44,-15.86,10
Yekaterinburg,28440,2007,-7.30,-14.49,10
Yekaterinburg,28440,2008,-16.31,-14.77,10
Yekaterinburg,28440,2009,-15.21,-14.71,10
Yekaterinburg,28440,2010,-23.65,-15.43,10
